spliced	intron	gene_name
ENSMUSG00000092265.3	ENSMUSG00000092265.3-I	Gm5682
ENSMUSG00000092362.4	ENSMUSG00000092362.4-I	Gm20392
ENSMUSG00000092428.2	ENSMUSG00000092428.2-I	Gm20545
ENSMUSG00000092363.2	ENSMUSG00000092363.2-I	Gm20391
ENSMUSG00000092502.2	ENSMUSG00000092502.2-I	Gm4252
ENSMUSG00000092317.2	ENSMUSG00000092317.2-I	Gm6633
ENSMUSG00000024446.14	ENSMUSG00000024446.14-I	Rpp21
ENSMUSG00000045409.17	ENSMUSG00000045409.17-I	Trim39
ENSMUSG00000023083.8	ENSMUSG00000023083.8-I	H2-M10.2
ENSMUSG00000024448.15	ENSMUSG00000024448.15-I	H2-M10.1
ENSMUSG00000058124.5	ENSMUSG00000058124.5-I	H2-M10.3
ENSMUSG00000092555.2	ENSMUSG00000092555.2-I	Stk-ps1
ENSMUSG00000092508.2	ENSMUSG00000092508.2-I	H2-M10.5-ps1
ENSMUSG00000092231.2	ENSMUSG00000092231.2-I	Lgals1-ps1
ENSMUSG00000092437.2	ENSMUSG00000092437.2-I	Rpl9-ps9
ENSMUSG00000044538.11	ENSMUSG00000044538.11-I	Obox3-ps8
ENSMUSG00000048231.15	ENSMUSG00000048231.15-I	H2-M10.4
ENSMUSG00000092414.2	ENSMUSG00000092414.2-I	Gm20453
ENSMUSG00000067201.12	ENSMUSG00000067201.12-I	H2-M9
ENSMUSG00000037334.3	ENSMUSG00000037334.3-I	H2-M1
ENSMUSG00000092298.2	ENSMUSG00000092298.2-I	Gm8877
ENSMUSG00000092172.2	ENSMUSG00000092172.2-I	Gm20523
ENSMUSG00000092385.2	ENSMUSG00000092385.2-I	Gm20401
ENSMUSG00000092460.2	ENSMUSG00000092460.2-I	Gm8878
ENSMUSG00000065651.3	ENSMUSG00000065651.3-I	Gm25973
ENSMUSG00000050747.15	ENSMUSG00000050747.15-I	Trim15
ENSMUSG00000073399.10	ENSMUSG00000073399.10-I	Trim40
ENSMUSG00000036398.14	ENSMUSG00000036398.14-I	Ppp1r11
ENSMUSG00000036315.14	ENSMUSG00000036315.14-I	Polr1h
ENSMUSG00000083534.2	ENSMUSG00000083534.2-I	H2-M6-ps
ENSMUSG00000064308.11	ENSMUSG00000064308.11-I	2410137M14Rik
ENSMUSG00000024459.19	ENSMUSG00000024459.19-I	H2-M5
ENSMUSG00000076439.13	ENSMUSG00000076439.13-I	Mog
ENSMUSG00000056600.5	ENSMUSG00000056600.5-I	Olfr90
ENSMUSG00000095377.3	ENSMUSG00000095377.3-I	Olfr91
ENSMUSG00000096477.3	ENSMUSG00000096477.3-I	Olfr92
ENSMUSG00000091601.6	ENSMUSG00000091601.6-I	Olfr93
ENSMUSG00000092408.2	ENSMUSG00000092408.2-I	Vhl-ps1
ENSMUSG00000090556.6	ENSMUSG00000090556.6-I	Olfr753-ps1
ENSMUSG00000043827.10	ENSMUSG00000043827.10-I	Olfr94
ENSMUSG00000049561.10	ENSMUSG00000049561.10-I	Olfr95
ENSMUSG00000058802.6	ENSMUSG00000058802.6-I	Olfr97
ENSMUSG00000063660.5	ENSMUSG00000063660.5-I	Olfr98
ENSMUSG00000084425.3	ENSMUSG00000084425.3-I	Gm25104
ENSMUSG00000061972.4	ENSMUSG00000061972.4-I	Olfr99
ENSMUSG00000092524.4	ENSMUSG00000092524.4-I	Olfr756-ps1
ENSMUSG00000092077.3	ENSMUSG00000092077.3-I	Olfr101
ENSMUSG00000091531.3	ENSMUSG00000091531.3-I	Olfr102
ENSMUSG00000049618.7	ENSMUSG00000049618.7-I	Olfr103
ENSMUSG00000092568.3	ENSMUSG00000092568.3-I	Olfr759-ps1
ENSMUSG00000092477.2	ENSMUSG00000092477.2-I	Gm18808
ENSMUSG00000092601.3	ENSMUSG00000092601.3-I	Olfr760-ps1
ENSMUSG00000016283.14	ENSMUSG00000016283.14-I	H2-M2
ENSMUSG00000051611.10	ENSMUSG00000051611.10-I	Olfr112
ENSMUSG00000092292.4	ENSMUSG00000092292.4-I	Olfr113
ENSMUSG00000062629.5	ENSMUSG00000062629.5-I	Olfr114
ENSMUSG00000109188.2	ENSMUSG00000109188.2-I	Gm18213
ENSMUSG00000092413.7	ENSMUSG00000092413.7-I	Olfr115
ENSMUSG00000061336.4	ENSMUSG00000061336.4-I	Olfr116
ENSMUSG00000095286.4	ENSMUSG00000095286.4-I	Olfr117
ENSMUSG00000067189.6	ENSMUSG00000067189.6-I	Gm7335
ENSMUSG00000109185.2	ENSMUSG00000109185.2-I	Gm18268
ENSMUSG00000092269.2	ENSMUSG00000092269.2-I	Gm9577
ENSMUSG00000092468.2	ENSMUSG00000092468.2-I	Gm18520
ENSMUSG00000092295.2	ENSMUSG00000092295.2-I	Gm20543
ENSMUSG00000092513.2	ENSMUSG00000092513.2-I	Gm20542
ENSMUSG00000109376.2	ENSMUSG00000109376.2-I	Olfr761
ENSMUSG00000081724.5	ENSMUSG00000081724.5-I	Olfr129
ENSMUSG00000043312.7	ENSMUSG00000043312.7-I	Olfr131
ENSMUSG00000067186.3	ENSMUSG00000067186.3-I	Olfr132
ENSMUSG00000054940.7	ENSMUSG00000054940.7-I	Olfr137
ENSMUSG00000092615.3	ENSMUSG00000092615.3-I	Olfr762-ps1
ENSMUSG00000117135.2	ENSMUSG00000117135.2-I	Gm49811
ENSMUSG00000092322.9	ENSMUSG00000092322.9-I	Esp36
ENSMUSG00000092566.2	ENSMUSG00000092566.2-I	Gm20409
ENSMUSG00000092316.2	ENSMUSG00000092316.2-I	Gm6726
ENSMUSG00000117127.2	ENSMUSG00000117127.2-I	Gm49812
ENSMUSG00000117213.2	ENSMUSG00000117213.2-I	Gm49814
ENSMUSG00000117331.2	ENSMUSG00000117331.2-I	Gm49816
ENSMUSG00000117330.2	ENSMUSG00000117330.2-I	Gm49824
ENSMUSG00000117021.2	ENSMUSG00000117021.2-I	Gm49826
ENSMUSG00000094168.2	ENSMUSG00000094168.2-I	Gm21903
ENSMUSG00000096697.2	ENSMUSG00000096697.2-I	Esp23
ENSMUSG00000117240.2	ENSMUSG00000117240.2-I	Gm49827
ENSMUSG00000117277.2	ENSMUSG00000117277.2-I	Gm49828
ENSMUSG00000117267.2	ENSMUSG00000117267.2-I	Gm49830
ENSMUSG00000117165.2	ENSMUSG00000117165.2-I	Gm49832
ENSMUSG00000117319.2	ENSMUSG00000117319.2-I	Gm49833
ENSMUSG00000118642.2	ENSMUSG00000118642.2-I	CT010467.1
ENSMUSG00000031233.7	ENSMUSG00000031233.7-I	Pgk2
ENSMUSG00000025433.8	ENSMUSG00000025433.8-I	Crisp3
ENSMUSG00000025431.5	ENSMUSG00000025431.5-I	Crisp1
ENSMUSG00000117215.2	ENSMUSG00000117215.2-I	Gm45926
ENSMUSG00000117265.2	ENSMUSG00000117265.2-I	Gm49847
ENSMUSG00000023930.15	ENSMUSG00000023930.15-I	Crisp2
ENSMUSG00000054951.4	ENSMUSG00000054951.4-I	9130008F23Rik
ENSMUSG00000091043.3	ENSMUSG00000091043.3-I	Glyatl3
ENSMUSG00000023919.9	ENSMUSG00000023919.9-I	Cenpq
ENSMUSG00000117119.2	ENSMUSG00000117119.2-I	Gm49854
ENSMUSG00000117272.2	ENSMUSG00000117272.2-I	Gm49855
ENSMUSG00000117001.2	ENSMUSG00000117001.2-I	Gm49858
ENSMUSG00000043972.9	ENSMUSG00000043972.9-I	Opn5
ENSMUSG00000023918.13	ENSMUSG00000023918.13-I	Adgrf4
ENSMUSG00000057899.8	ENSMUSG00000057899.8-I	Adgrf2
ENSMUSG00000061665.8	ENSMUSG00000061665.8-I	Cd2ap
ENSMUSG00000117011.2	ENSMUSG00000117011.2-I	E130008D07Rik
ENSMUSG00000023914.17	ENSMUSG00000023914.17-I	Mep1a
ENSMUSG00000096140.3	ENSMUSG00000096140.3-I	Ankrd66
ENSMUSG00000090307.8	ENSMUSG00000090307.8-I	1700071M16Rik
ENSMUSG00000040140.16	ENSMUSG00000040140.16-I	Tdrd6
ENSMUSG00000023912.11	ENSMUSG00000023912.11-I	Slc25a27
ENSMUSG00000023961.17	ENSMUSG00000023961.17-I	Enpp4
ENSMUSG00000117106.2	ENSMUSG00000117106.2-I	Gm49872
ENSMUSG00000039153.18	ENSMUSG00000039153.18-I	Runx2
ENSMUSG00000117326.2	ENSMUSG00000117326.2-I	4930564C03Rik
ENSMUSG00000117217.2	ENSMUSG00000117217.2-I	Gm4766
ENSMUSG00000023932.10	ENSMUSG00000023932.10-I	Cdc5l
ENSMUSG00000023935.11	ENSMUSG00000023935.11-I	Spats1
ENSMUSG00000096847.3	ENSMUSG00000096847.3-I	Tmem151b
ENSMUSG00000023944.15	ENSMUSG00000023944.15-I	Hsp90ab1
ENSMUSG00000023942.16	ENSMUSG00000023942.16-I	Slc29a1
ENSMUSG00000079471.5	ENSMUSG00000079471.5-I	Mymx
ENSMUSG00000058626.17	ENSMUSG00000058626.17-I	Capn11
ENSMUSG00000036026.16	ENSMUSG00000036026.16-I	Tmem63b
ENSMUSG00000094690.3	ENSMUSG00000094690.3-I	1600014C23Rik
ENSMUSG00000117139.2	ENSMUSG00000117139.2-I	Gm35692
ENSMUSG00000117085.2	ENSMUSG00000117085.2-I	4930542M03Rik
ENSMUSG00000023951.19	ENSMUSG00000023951.19-I	Vegfa
ENSMUSG00000117287.2	ENSMUSG00000117287.2-I	Gm36200
ENSMUSG00000117109.2	ENSMUSG00000117109.2-I	Gm19969
ENSMUSG00000023966.9	ENSMUSG00000023966.9-I	Rsph9
ENSMUSG00000034509.10	ENSMUSG00000034509.10-I	Mad2l1bp
ENSMUSG00000023953.10	ENSMUSG00000023953.10-I	Polh
ENSMUSG00000118813.1	ENSMUSG00000118813.1-I	AC116739.1
ENSMUSG00000067148.16	ENSMUSG00000067148.16-I	Polr1c
ENSMUSG00000012296.17	ENSMUSG00000012296.17-I	Tjap1
ENSMUSG00000032842.14	ENSMUSG00000032842.14-I	Abcc10
ENSMUSG00000117269.2	ENSMUSG00000117269.2-I	Gm9706
ENSMUSG00000067144.8	ENSMUSG00000067144.8-I	Slc22a7
ENSMUSG00000091742.3	ENSMUSG00000091742.3-I	Gm5093
ENSMUSG00000015599.10	ENSMUSG00000015599.10-I	Ttbk1
ENSMUSG00000040327.17	ENSMUSG00000040327.17-I	Cul9
ENSMUSG00000015605.7	ENSMUSG00000015605.7-I	Srf
ENSMUSG00000106514.3	ENSMUSG00000106514.3-I	Mir6976
ENSMUSG00000023972.11	ENSMUSG00000023972.11-I	Ptk7
ENSMUSG00000003546.11	ENSMUSG00000003546.11-I	Klc4
ENSMUSG00000023971.10	ENSMUSG00000023971.10-I	Rrp36
ENSMUSG00000063576.13	ENSMUSG00000063576.13-I	Klhdc3
ENSMUSG00000059409.10	ENSMUSG00000059409.10-I	Ppp2r5d
ENSMUSG00000002769.10	ENSMUSG00000002769.10-I	Gnmt
ENSMUSG00000023973.14	ENSMUSG00000023973.14-I	Cnpy3
ENSMUSG00000036858.9	ENSMUSG00000036858.9-I	Ptcra
ENSMUSG00000063888.8	ENSMUSG00000063888.8-I	Rpl7l1
ENSMUSG00000036568.8	ENSMUSG00000036568.8-I	Bicral
ENSMUSG00000023977.16	ENSMUSG00000023977.16-I	Ubr2
ENSMUSG00000091775.3	ENSMUSG00000091775.3-I	Gm16494
ENSMUSG00000062472.7	ENSMUSG00000062472.7-I	Gm4945
ENSMUSG00000023982.9	ENSMUSG00000023982.9-I	Guca1a
ENSMUSG00000118471.2	ENSMUSG00000118471.2-I	Gm50461
ENSMUSG00000047150.9	ENSMUSG00000047150.9-I	1700001C19Rik
ENSMUSG00000023980.8	ENSMUSG00000023980.8-I	Taf8
ENSMUSG00000023988.9	ENSMUSG00000023988.9-I	Bysl
ENSMUSG00000083672.2	ENSMUSG00000083672.2-I	Kpna2-ps
ENSMUSG00000033475.16	ENSMUSG00000033475.16-I	Tomm6
ENSMUSG00000079444.10	ENSMUSG00000079444.10-I	Gm21981
ENSMUSG00000096549.10	ENSMUSG00000096549.10-I	Prickle4
ENSMUSG00000086930.2	ENSMUSG00000086930.2-I	Frs3os
ENSMUSG00000032717.15	ENSMUSG00000032717.15-I	Mdfi
ENSMUSG00000065027.3	ENSMUSG00000065027.3-I	Gm25201
ENSMUSG00000023991.17	ENSMUSG00000023991.17-I	Foxp4
ENSMUSG00000082492.2	ENSMUSG00000082492.2-I	Gm14871
ENSMUSG00000094928.2	ENSMUSG00000094928.2-I	1700122O11Rik
ENSMUSG00000117308.2	ENSMUSG00000117308.2-I	Gm20596
ENSMUSG00000117334.2	ENSMUSG00000117334.2-I	A730006G06Rik
ENSMUSG00000073386.6	ENSMUSG00000073386.6-I	9830107B12Rik
ENSMUSG00000117266.2	ENSMUSG00000117266.2-I	Gm49947
ENSMUSG00000043939.17	ENSMUSG00000043939.17-I	A530064D06Rik
ENSMUSG00000117318.2	ENSMUSG00000117318.2-I	Gm18679
ENSMUSG00000023994.14	ENSMUSG00000023994.14-I	Nfya
ENSMUSG00000040694.5	ENSMUSG00000040694.5-I	Apobec2
ENSMUSG00000023995.13	ENSMUSG00000023995.13-I	Tspo2
ENSMUSG00000110276.2	ENSMUSG00000110276.2-I	Gm45330
ENSMUSG00000101012.7	ENSMUSG00000101012.7-I	1700008K24Rik
ENSMUSG00000117115.2	ENSMUSG00000117115.2-I	Gm9586
ENSMUSG00000117221.2	ENSMUSG00000117221.2-I	Gm17830
ENSMUSG00000117198.2	ENSMUSG00000117198.2-I	Gm18067
ENSMUSG00000092268.2	ENSMUSG00000092268.2-I	Gm20540
ENSMUSG00000040260.9	ENSMUSG00000040260.9-I	Daam2
ENSMUSG00000090012.2	ENSMUSG00000090012.2-I	Gm16555
ENSMUSG00000090227.2	ENSMUSG00000090227.2-I	Gm16554
ENSMUSG00000039316.15	ENSMUSG00000039316.15-I	Rftn1
ENSMUSG00000117138.2	ENSMUSG00000117138.2-I	Gm9191
ENSMUSG00000117077.2	ENSMUSG00000117077.2-I	Gm18735
ENSMUSG00000117009.2	ENSMUSG00000117009.2-I	Gm41597
ENSMUSG00000010592.10	ENSMUSG00000010592.10-I	Dazl
ENSMUSG00000023923.11	ENSMUSG00000023923.11-I	Tbc1d5
ENSMUSG00000084583.3	ENSMUSG00000084583.3-I	Gm25177
ENSMUSG00000117168.2	ENSMUSG00000117168.2-I	Gm49908
ENSMUSG00000117204.2	ENSMUSG00000117204.2-I	C330011F03Rik
ENSMUSG00000117041.2	ENSMUSG00000117041.2-I	Gm46574
ENSMUSG00000117181.2	ENSMUSG00000117181.2-I	Gm31143
ENSMUSG00000023927.16	ENSMUSG00000023927.16-I	Satb1
ENSMUSG00000102973.2	ENSMUSG00000102973.2-I	E430014B02Rik
ENSMUSG00000102212.2	ENSMUSG00000102212.2-I	C230085N15Rik
ENSMUSG00000103779.2	ENSMUSG00000103779.2-I	Gm36931
ENSMUSG00000102744.2	ENSMUSG00000102744.2-I	5830444F18Rik
ENSMUSG00000103216.2	ENSMUSG00000103216.2-I	Gm37248
ENSMUSG00000117033.2	ENSMUSG00000117033.2-I	Gm49912
ENSMUSG00000117035.2	ENSMUSG00000117035.2-I	Gm5094
ENSMUSG00000098552.2	ENSMUSG00000098552.2-I	Gm27217
ENSMUSG00000117089.2	ENSMUSG00000117089.2-I	Gm49914
ENSMUSG00000023931.6	ENSMUSG00000023931.6-I	Efhb
ENSMUSG00000117111.2	ENSMUSG00000117111.2-I	Tpt1-ps7
ENSMUSG00000117128.2	ENSMUSG00000117128.2-I	Gm49915
ENSMUSG00000044957.4	ENSMUSG00000044957.4-I	Pp2d1
ENSMUSG00000096517.2	ENSMUSG00000096517.2-I	Gm6919
ENSMUSG00000023940.15	ENSMUSG00000023940.15-I	Sgo1
ENSMUSG00000107684.2	ENSMUSG00000107684.2-I	Rab5a-ps
ENSMUSG00000023122.7	ENSMUSG00000023122.7-I	Sult1c2
ENSMUSG00000021631.9	ENSMUSG00000021631.9-I	Mrps36-ps1
ENSMUSG00000105732.2	ENSMUSG00000105732.2-I	Sult1c2-ps1
ENSMUSG00000105235.2	ENSMUSG00000105235.2-I	Hcfc1r1-ps1
ENSMUSG00000105921.2	ENSMUSG00000105921.2-I	Mark4-ps
ENSMUSG00000105147.2	ENSMUSG00000105147.2-I	Ckb-ps1
ENSMUSG00000105473.2	ENSMUSG00000105473.2-I	Mark1-ps1
ENSMUSG00000023943.8	ENSMUSG00000023943.8-I	Sult1c1
ENSMUSG00000023945.8	ENSMUSG00000023945.8-I	Slc5a7
ENSMUSG00000117006.2	ENSMUSG00000117006.2-I	Gm9224
ENSMUSG00000099747.2	ENSMUSG00000099747.2-I	1700025K24Rik
ENSMUSG00000117149.2	ENSMUSG00000117149.2-I	Gm49919
ENSMUSG00000117090.2	ENSMUSG00000117090.2-I	Gm49921
ENSMUSG00000091504.3	ENSMUSG00000091504.3-I	Vmn2r118
ENSMUSG00000024174.10	ENSMUSG00000024174.10-I	Pot1b
ENSMUSG00000117045.2	ENSMUSG00000117045.2-I	Gm18365
ENSMUSG00000093740.2	ENSMUSG00000093740.2-I	Gm18417
ENSMUSG00000057835.8	ENSMUSG00000057835.8-I	Zfp119a
ENSMUSG00000059912.5	ENSMUSG00000059912.5-I	Rpl21-ps6
ENSMUSG00000062101.13	ENSMUSG00000062101.13-I	Zfp119b
ENSMUSG00000097077.2	ENSMUSG00000097077.2-I	Gm16712
ENSMUSG00000038781.8	ENSMUSG00000038781.8-I	Stap2
ENSMUSG00000084755.2	ENSMUSG00000084755.2-I	Gm16276
ENSMUSG00000003200.11	ENSMUSG00000003200.11-I	Sh3gl1
ENSMUSG00000019578.12	ENSMUSG00000019578.12-I	Ubxn6
ENSMUSG00000002831.15	ENSMUSG00000002831.15-I	Plin4
ENSMUSG00000011305.12	ENSMUSG00000011305.12-I	Plin5
ENSMUSG00000037095.9	ENSMUSG00000037095.9-I	Lrg1
ENSMUSG00000001227.13	ENSMUSG00000001227.13-I	Sema6b
ENSMUSG00000019579.14	ENSMUSG00000019579.14-I	Mydgf
ENSMUSG00000001229.10	ENSMUSG00000001229.10-I	Dpp9
ENSMUSG00000047123.9	ENSMUSG00000047123.9-I	Ticam1
ENSMUSG00000024197.11	ENSMUSG00000024197.11-I	Plin3
ENSMUSG00000073380.3	ENSMUSG00000073380.3-I	Arrdc5
ENSMUSG00000013236.18	ENSMUSG00000013236.18-I	Ptprs
ENSMUSG00000098339.3	ENSMUSG00000098339.3-I	Mir6977
ENSMUSG00000044526.4	ENSMUSG00000044526.4-I	Znrf4
ENSMUSG00000110218.2	ENSMUSG00000110218.2-I	Tincr
ENSMUSG00000042625.17	ENSMUSG00000042625.17-I	Safb2
ENSMUSG00000049760.7	ENSMUSG00000049760.7-I	Micos13
ENSMUSG00000041168.11	ENSMUSG00000041168.11-I	Lonp1
ENSMUSG00000054723.7	ENSMUSG00000054723.7-I	Vmac
ENSMUSG00000039481.6	ENSMUSG00000039481.6-I	Nrtn
ENSMUSG00000024206.16	ENSMUSG00000024206.16-I	Rfx2
ENSMUSG00000024207.9	ENSMUSG00000024207.9-I	Acsbg2
ENSMUSG00000024212.10	ENSMUSG00000024212.10-I	Mllt1
ENSMUSG00000045019.5	ENSMUSG00000045019.5-I	Acer1
ENSMUSG00000002664.3	ENSMUSG00000002664.3-I	Pspn
ENSMUSG00000002658.10	ENSMUSG00000002658.10-I	Gtf2f1
ENSMUSG00000007670.11	ENSMUSG00000007670.11-I	Khsrp
ENSMUSG00000011486.15	ENSMUSG00000011486.15-I	Slc25a41
ENSMUSG00000046329.15	ENSMUSG00000046329.15-I	Slc25a23
ENSMUSG00000002668.9	ENSMUSG00000002668.9-I	Dennd1c
ENSMUSG00000117297.2	ENSMUSG00000117297.2-I	Gm49888
ENSMUSG00000062591.6	ENSMUSG00000062591.6-I	Tubb4a
ENSMUSG00000079414.4	ENSMUSG00000079414.4-I	Gm11110
ENSMUSG00000019489.8	ENSMUSG00000019489.8-I	Cd70
ENSMUSG00000005824.8	ENSMUSG00000005824.8-I	Tnfsf14
ENSMUSG00000024164.16	ENSMUSG00000024164.16-I	C3
ENSMUSG00000099066.3	ENSMUSG00000099066.3-I	Mir6978
ENSMUSG00000005823.10	ENSMUSG00000005823.10-I	Gpr108
ENSMUSG00000118457.2	ENSMUSG00000118457.2-I	Gm46575
ENSMUSG00000090655.3	ENSMUSG00000090655.3-I	Vmn2r120
ENSMUSG00000117223.2	ENSMUSG00000117223.2-I	Gm49842
ENSMUSG00000095330.2	ENSMUSG00000095330.2-I	Gm21834
ENSMUSG00000071052.5	ENSMUSG00000071052.5-I	Rpl7a-ps5
ENSMUSG00000117271.2	ENSMUSG00000117271.2-I	Gm6149
ENSMUSG00000117100.2	ENSMUSG00000117100.2-I	A330072L02Rik
ENSMUSG00000117298.2	ENSMUSG00000117298.2-I	Gm9284
ENSMUSG00000024227.15	ENSMUSG00000024227.15-I	Pdzph1
ENSMUSG00000024228.13	ENSMUSG00000024228.13-I	Nudt12
ENSMUSG00000077629.3	ENSMUSG00000077629.3-I	Gm23769
ENSMUSG00000077562.3	ENSMUSG00000077562.3-I	Gm23203
ENSMUSG00000101606.2	ENSMUSG00000101606.2-I	Gm29051
ENSMUSG00000117134.2	ENSMUSG00000117134.2-I	Gm18521
ENSMUSG00000117036.2	ENSMUSG00000117036.2-I	Gm33890
ENSMUSG00000098123.2	ENSMUSG00000098123.2-I	Gm4518
ENSMUSG00000117066.2	ENSMUSG00000117066.2-I	Gm49860
ENSMUSG00000064570.3	ENSMUSG00000064570.3-I	Gm25800
ENSMUSG00000048915.13	ENSMUSG00000048915.13-I	Efna5
ENSMUSG00000023965.14	ENSMUSG00000023965.14-I	Fbxl17
ENSMUSG00000090565.8	ENSMUSG00000090565.8-I	4930405O22Rik
ENSMUSG00000091426.2	ENSMUSG00000091426.2-I	Gm17228
ENSMUSG00000117225.2	ENSMUSG00000117225.2-I	Gm49862
ENSMUSG00000117060.2	ENSMUSG00000117060.2-I	Gm7253
ENSMUSG00000117014.2	ENSMUSG00000117014.2-I	Gm9300
ENSMUSG00000045506.4	ENSMUSG00000045506.4-I	A930002H24Rik
ENSMUSG00000024083.17	ENSMUSG00000024083.17-I	Pja2
ENSMUSG00000073377.10	ENSMUSG00000073377.10-I	AU016765
ENSMUSG00000091160.2	ENSMUSG00000091160.2-I	Gm17133
ENSMUSG00000024088.5	ENSMUSG00000024088.5-I	4930583I09Rik
ENSMUSG00000077691.3	ENSMUSG00000077691.3-I	Gm25344
ENSMUSG00000117336.2	ENSMUSG00000117336.2-I	Gm49865
ENSMUSG00000045036.16	ENSMUSG00000045036.16-I	Tmem232
ENSMUSG00000117012.2	ENSMUSG00000117012.2-I	Gm18992
ENSMUSG00000117300.2	ENSMUSG00000117300.2-I	Gm18736
ENSMUSG00000117140.2	ENSMUSG00000117140.2-I	Gm18138
ENSMUSG00000117158.2	ENSMUSG00000117158.2-I	Gm49866
ENSMUSG00000024091.10	ENSMUSG00000024091.10-I	Vapa
ENSMUSG00000050612.7	ENSMUSG00000050612.7-I	Txndc2
ENSMUSG00000056515.10	ENSMUSG00000056515.10-I	Rab31
ENSMUSG00000117114.2	ENSMUSG00000117114.2-I	Gm49867
ENSMUSG00000024096.18	ENSMUSG00000024096.18-I	Ralbp1
ENSMUSG00000024098.7	ENSMUSG00000024098.7-I	Twsg1
ENSMUSG00000034647.16	ENSMUSG00000034647.16-I	Ankrd12
ENSMUSG00000024099.16	ENSMUSG00000024099.16-I	Ndufv2
ENSMUSG00000117253.2	ENSMUSG00000117253.2-I	Gm49930
ENSMUSG00000117246.2	ENSMUSG00000117246.2-I	Gm17891
ENSMUSG00000117220.2	ENSMUSG00000117220.2-I	Gm49932
ENSMUSG00000117010.2	ENSMUSG00000117010.2-I	Gm49933
ENSMUSG00000052105.18	ENSMUSG00000052105.18-I	Mtcl1
ENSMUSG00000093686.2	ENSMUSG00000093686.2-I	Gm4705
ENSMUSG00000023460.14	ENSMUSG00000023460.14-I	Rab12
ENSMUSG00000024105.4	ENSMUSG00000024105.4-I	Themis3
ENSMUSG00000117186.2	ENSMUSG00000117186.2-I	Gm46576
ENSMUSG00000033278.11	ENSMUSG00000033278.11-I	Ptprm
ENSMUSG00000117065.2	ENSMUSG00000117065.2-I	Gm49941
ENSMUSG00000117329.2	ENSMUSG00000117329.2-I	Gm49943
ENSMUSG00000117332.2	ENSMUSG00000117332.2-I	Gm49942
ENSMUSG00000093508.3	ENSMUSG00000093508.3-I	Mir5709
ENSMUSG00000117029.2	ENSMUSG00000117029.2-I	Gm36201
ENSMUSG00000073375.4	ENSMUSG00000073375.4-I	Lrrc30
ENSMUSG00000024043.14	ENSMUSG00000024043.14-I	Arhgap28
ENSMUSG00000090955.2	ENSMUSG00000090955.2-I	Gm17097
ENSMUSG00000117243.2	ENSMUSG00000117243.2-I	Gm49944
ENSMUSG00000117208.2	ENSMUSG00000117208.2-I	Gm49945
ENSMUSG00000117193.2	ENSMUSG00000117193.2-I	Gm36252
ENSMUSG00000090224.2	ENSMUSG00000090224.2-I	Gm15974
ENSMUSG00000117004.2	ENSMUSG00000117004.2-I	Gm38593
ENSMUSG00000100572.2	ENSMUSG00000100572.2-I	2410021H03Rik
ENSMUSG00000117069.2	ENSMUSG00000117069.2-I	Gm49894
ENSMUSG00000096988.2	ENSMUSG00000096988.2-I	A930029G22Rik
ENSMUSG00000117053.2	ENSMUSG00000117053.2-I	A730049N16Rik
ENSMUSG00000117124.2	ENSMUSG00000117124.2-I	Gm49895
ENSMUSG00000117233.2	ENSMUSG00000117233.2-I	Gm36594
ENSMUSG00000117078.2	ENSMUSG00000117078.2-I	Gm4561
ENSMUSG00000097282.2	ENSMUSG00000097282.2-I	5031415H12Rik
ENSMUSG00000117231.2	ENSMUSG00000117231.2-I	Gm41609
ENSMUSG00000047407.18	ENSMUSG00000047407.18-I	Tgif1
ENSMUSG00000080468.4	ENSMUSG00000080468.4-I	Mir1195
ENSMUSG00000097154.3	ENSMUSG00000097154.3-I	Gm26510
ENSMUSG00000117121.2	ENSMUSG00000117121.2-I	Gm49902
ENSMUSG00000117156.2	ENSMUSG00000117156.2-I	Gm49904
ENSMUSG00000034868.10	ENSMUSG00000034868.10-I	Myl12b
ENSMUSG00000117098.2	ENSMUSG00000117098.2-I	Gm49909
ENSMUSG00000024048.16	ENSMUSG00000024048.16-I	Myl12a
ENSMUSG00000117276.2	ENSMUSG00000117276.2-I	Gm49910
ENSMUSG00000024053.12	ENSMUSG00000024053.12-I	Emilin2
ENSMUSG00000117199.2	ENSMUSG00000117199.2-I	Gm4566
ENSMUSG00000024054.15	ENSMUSG00000024054.15-I	Smchd1
ENSMUSG00000102863.2	ENSMUSG00000102863.2-I	Gm37639
ENSMUSG00000103558.2	ENSMUSG00000103558.2-I	Gm38220
ENSMUSG00000091831.6	ENSMUSG00000091831.6-I	Gm4707
ENSMUSG00000024056.11	ENSMUSG00000024056.11-I	Ndc80
ENSMUSG00000085492.8	ENSMUSG00000085492.8-I	Trmt61b
ENSMUSG00000117275.2	ENSMUSG00000117275.2-I	Gm50047
ENSMUSG00000117637.2	ENSMUSG00000117637.2-I	Gm30091
ENSMUSG00000089779.2	ENSMUSG00000089779.2-I	Gm15641
ENSMUSG00000044375.9	ENSMUSG00000044375.9-I	Pcare
ENSMUSG00000117075.2	ENSMUSG00000117075.2-I	Gm49922
ENSMUSG00000055471.8	ENSMUSG00000055471.8-I	Alk
ENSMUSG00000117126.2	ENSMUSG00000117126.2-I	Gm49924
ENSMUSG00000117247.2	ENSMUSG00000117247.2-I	Gm49923
ENSMUSG00000098193.2	ENSMUSG00000098193.2-I	Gm26963
ENSMUSG00000117096.2	ENSMUSG00000117096.2-I	Gm30420
